0;0.4881;0.0;-0.7071;0.0
0;0.4942;1.0;-0.2267;0.0
0;0.4897;0.5764;-0.5814;0.0
0;0.4889;0.5355;-0.6453;0.0
0;0.4871;0.4611;-0.7907;0.0
0;0.4863;0.4346;-0.8547;0.0
0;0.4905;0.5663;-0.5174;0.0
0;0.4899;0.5465;-0.5698;0.0
0;0.4891;0.5261;-0.6279;0.0
0;0.4916;0.5781;-0.436;0.0
0;0.4977;0.6701;-0.134;0.0
1;0.4981;0.6744;-0.212;0.0551
0;0.4938;0.5871;-0.4793;0.069
0;0.4888;0.5097;-0.8;0.0393
0;0.4926;0.5538;-0.5628;0.0471
0;0.4902;0.4468;-0.7368;0.0313
0;0.4857;0.4468;-0.9641;-0.0244
2;0.4863;0.465;-0.9282;-0.0645
0;0.488;0.5127;-0.8206;-0.0793
0;0.4911;0.5599;-0.6368;-0.0599
0;0.4926;0.5277;-0.5426;-0.0273
0;0.4894;0.4944;-0.7217;-0.0346
1;0.4874;0.4785;-0.752;-0.0631
0;0.4852;0.4216;-0.8456;-0.1111
0;0.4837;0.3055;-0.9;-0.1669
0;0.4834;0.2959;-0.8968;-0.2155
0;0.4822;0.3237;-0.9568;-0.2683
0;0.4812;0.368;-0.9441;-0.296
0;0.4806;0.2678;-0.9465;-0.3196
0;0.4841;0.3863;-0.6952;-0.3055
0;0.4836;0.4548;-0.7273;-0.2949
0;0.4816;0.403;-0.8015;-0.3009
0;0.4812;0.3505;-0.8151;-0.3056
0;0.4778;0.2152;-0.9649;-0.3347
0;0.4762;0.1483;-0.9103;-0.3678
2;0.4743;0.1569;-0.9074;-0.406
0;0.4754;0.2165;-0.8011;-0.4224
0;0.4662;0.1623;-0.8833;-0.5092
0;0.4653;0.1658;-0.9258;-0.5798
0;0.4618;0.1482;-0.8157;-0.6593
0;0.4581;0.137;-0.9408;-0.7464
0;0.4572;0.1376;-0.905;-0.8146
0;0.4562;0.1361;-0.9096;-0.8678
0;0.4574;0.0733;-0.8526;-0.8905
0;0.4564;0.0719;-0.892;-0.9077
0;0.4595;0.164;-0.7532;-0.8853
0;0.4569;0.1536;-0.8537;-0.8802
0;0.4493;0.1374;-0.9486;-0.9309
0;0.4489;0.1416;-0.7872;-0.9647
0;0.4476;0.1437;-0.8264;-0.9924
0;0.4474;0.1172;-0.8347;-1.0049
2;0.449;0.2041;-0.7438;-0.9903
0;0.4515;0.2754;-0.6033;-0.947
0;0.4527;0.3386;-0.5045;-0.8934
0;0.45;0.3515;-0.6652;-0.8643
0;0.4474;0.3308;-0.8214;-0.8541
1;0.4455;0.3201;-0.7957;-0.8534
0;0.4439;0.2763;-0.9006;-0.8576
0;0.4436;0.2839;-0.9193;-0.8536
2;0.4461;0.2692;-0.7081;-0.8201
0;0.4456;0.2893;-0.7578;-0.7901
0;0.4444;0.3791;-0.8571;-0.7681
0;0.4484;0.4892;-0.5217;-0.7087
0;0.4532;0.6022;-0.118;-0.6136
1;0.4551;0.6313;-0.1724;-0.5158
0;0.4557;0.6178;-0.133;-0.4283
0;0.456;0.5852;-0.1133;-0.3523
0;0.4576;0.5933;-0.1653;-0.2749
0;0.4578;0.6626;-0.1581;-0.2091
0;0.461;0.7754;-0.0123;-0.1281
0;0.466;0.8693;0.0;-0.0209
0;0.4773;0.9466;-0.165;0.1599
0;0.4764;0.9301;-0.2;0.293
0;0.4802;0.9323;-0.1103;0.4268
0;0.4815;0.9483;-0.0809;0.539
0;0.4788;0.913;-0.1754;0.5984
0;0.4768;0.8598;-0.243;0.6226
0;0.4782;0.8466;-0.1949;0.6469
0;0.475;0.7653;-0.3399;0.6316
0;0.4745;0.751;-0.4211;0.6085
2;0.4748;0.7515;-0.7235;0.5869
0;0.4774;0.7572;-0.5235;0.585
0;0.4768;0.7443;-0.5706;0.5723
0;0.4756;0.6982;-0.6647;0.5462
0;0.4768;0.6637;-0.4786;0.5299
1;0.4751;0.454;-0.5705;0.4976
0;0.471;0.3983;-0.8765;0.4317
0;0.474;0.3811;-0.5092;0.401
0;0.4621;0.2337;-0.9879;0.2715
0;0.4604;0.2406;-0.8116;0.1521
0;0.4629;0.3066;-0.7082;0.0778
0;0.4571;0.2381;-0.946;-0.0311
0;0.4662;0.4048;-0.5556;-0.0394
0;0.4639;0.3898;-0.6529;-0.065
0;0.4689;0.4438;-0.3396;-0.0418
0;0.4697;0.4244;-0.2917;-0.0167
0;0.4701;0.4344;-0.2689;0.0069
1;0.4718;0.4632;-0.1184;0.0399
0;0.4724;0.4574;-0.2119;0.0708
0;0.4703;0.4526;-0.3155;0.0761
0;0.4692;0.4818;-0.3651;0.0707
0;0.4705;0.462;-0.4143;0.0763
0;0.4709;0.6257;-0.414;0.0832
0;0.4719;0.6683;-0.3968;0.0965
2;0.4733;0.6572;-0.3636;0.118
0;0.4712;0.7396;-0.5833;0.1153
