0;0.3162;0.4556;-0.7262;-0.1606
0;0.3201;0.4983;-0.5119;-0.1561
0;0.3244;0.5075;-0.2642;-0.1078
0;0.3253;0.4974;-0.2114;-0.0574
0;0.3258;0.5285;-0.187;-0.011
1;0.3257;0.4962;-0.1911;0.0264
0;0.3275;0.4914;-0.0388;0.0767
0;0.3271;0.513;-0.0684;0.1137
0;0.3244;0.4554;-0.2265;0.1124
0;0.3259;0.5214;-0.1581;0.1288
0;0.3272;0.4869;-0.1197;0.1431
0;0.3284;0.5911;-0.053;0.1635
0;0.3293;0.8344;-0.033;0.1852
0;0.329;0.8428;-0.2364;0.1979
0;0.3315;0.8449;-0.0484;0.2268
0;0.335;0.8417;-0.0568;0.2771
0;0.3362;0.8164;-0.0758;0.3243
0;0.3368;0.8127;-0.0354;0.363
0;0.3365;0.7952;-0.1105;0.3871
0;0.335;0.7361;-0.2265;0.389
0;0.3252;0.4591;-0.7919;0.3032
0;0.3196;0.3858;-0.8905;0.1845
0;0.3226;0.4725;-0.6453;0.1145
2;0.3194;0.4067;-0.7768;0.0315
0;0.3138;0.3302;-0.9821;-0.0814
0;0.3152;0.3327;-0.7974;-0.1577
0;0.3152;0.3175;-0.7974;-0.2162
0;0.3192;0.3837;-0.659;-0.2264
0;0.3229;0.4013;-0.5208;-0.2004
0;0.3267;0.4054;-0.314;-0.1455
1;0.318;0.3219;-0.5465;-0.1746
0;0.3193;0.3305;-0.4806;-0.1851
0;0.3179;0.3241;-0.5504;-0.2025
0;0.318;0.3348;-0.5465;-0.2136
0;0.3209;0.4514;-0.3953;-0.1957
2;0.3241;0.554;-0.2427;-0.1523
0;0.3263;0.5453;-0.1172;-0.0979
0;0.3254;0.5771;-0.1674;-0.0614
1;0.3295;0.709;-0.0341;0.0028
0;0.33;0.702;-0.1237;0.0576
0;0.3294;0.6909;-0.1505;0.0953
0;0.3279;0.6253;-0.2207;0.1109
0;0.3282;0.5841;-0.2074;0.1245
0;0.3295;0.5482;-0.2391;0.145
0;0.3278;0.7248;-0.3829;0.1454
2;0.331;0.7477;-0.1377;0.1715
0;0.3308;0.7839;-0.2114;0.1884
0;0.3348;0.8159;-0.0194;0.2338
0;0.34;0.8308;-0.0591;0.3112
0;0.3387;0.7703;-0.135;0.3577
1;0.3397;0.7592;-0.121;0.3986
0;0.3411;0.7972;-0.135;0.4384
0;0.3484;0.8198;-0.0765;0.5278
0;0.3518;0.8356;0.0;0.6211
0;0.3585;0.8767;-0.0286;0.7446
0;0.3575;0.8902;-0.0611;0.8259
0;0.3568;0.8724;-0.0875;0.875
0;0.3537;0.8015;-0.3445;0.8783
0;0.3558;0.8448;-0.2912;0.889
0;0.3545;0.8046;-0.3465;0.8774
2;0.3557;0.8148;-0.3014;0.8689
0;0.3601;0.8165;-0.1661;0.8902
0;0.358;0.745;-0.3289;0.8802
0;0.3531;0.6788;-0.6995;0.8214
0;0.3594;0.7163;-0.2759;0.8197
0;0.3659;0.7446;-0.0167;0.8643
0;0.365;0.6882;-0.0628;0.8835
0;0.3651;0.6631;-0.0725;0.8898
0;0.362;0.5481;-0.2902;0.8593
1;0.3607;0.5428;-0.4;0.8149
0;0.3645;0.5953;-0.1189;0.8037
2;0.3657;0.6547;-0.0628;0.7962
0;0.3705;0.6772;-0.0431;0.8222
0;0.3703;0.6957;-0.0833;0.8327
0;0.375;0.72;-0.2319;0.8719
0;0.3801;0.7246;-0.0423;0.937
0;0.3822;0.7709;-0.0033;0.9963
0;0.3827;0.8675;-0.0284;1.0368
0;0.3823;0.8323;-0.0473;1.054
0;0.384;0.8054;-0.024;1.0706
0;0.3772;0.6701;-0.3367;1.0146
0;0.3727;0.5949;-0.54;0.9219
0;0.3723;0.6367;-0.8;0.8353
0;0.3702;0.6233;-0.8074;0.7403
0;0.3674;0.5383;-0.8423;0.6339
2;0.3697;0.5524;-0.7276;0.5633
0;0.3727;0.53;-0.5842;0.5265
0;0.3738;0.5458;-0.5305;0.5013
0;0.3719;0.4557;-0.6201;0.4605
0;0.3704;0.3435;-0.6863;0.4105
1;0.3672;0.2665;-0.8158;0.3401
0;0.376;0.4167;-0.0414;0.3554
0;0.3748;0.4093;-0.2022;0.3539
0;0.3765;0.4093;-0.2684;0.3631
0;0.3817;0.5574;-0.0149;0.4107
0;0.3822;0.633;-0.1207;0.4475
1;0.3816;0.6304;-0.1799;0.4668
0;0.3833;0.6861;-0.0837;0.4913
0;0.3838;0.7494;-0.1498;0.5104
0;0.3754;0.573;-0.5805;0.4486
0;0.3735;0.5115;-0.7802;0.379
0;0.3688;0.4404;-0.8601;0.2798
0;0.3752;0.5355;-0.5524;0.2534
0;0.3785;0.5845;-0.3951;0.2577
2;0.3755;0.5863;-0.5385;0.233
0;0.3719;0.4521;-0.7098;0.1806
0;0.3713;0.4575;-0.7413;0.1319
1;0.3758;0.4919;-0.5245;0.1306
0;0.3759;0.4278;-0.4367;0.1294
0;0.3746;0.4071;-0.4167;0.1153
0;0.3762;0.4355;-0.3088;0.1166
0;0.374;0.3914;-0.492;0.0984
0;0.3682;0.3359;-0.9503;0.0333
0;0.371;0.447;-0.7322;0.0053
0;0.3778;0.5452;-0.224;0.041
0;0.3797;0.6235;-0.2599;0.0847
0;0.3811;0.5749;-0.2009;0.1301
0;0.3815;0.5414;-0.1752;0.1682
1;0.3818;0.5939;-0.2452;0.1989
0;0.3852;0.6996;-0.0651;0.2502
0;0.381;0.6317;-0.3779;0.2519
0;0.384;0.6157;-0.2408;0.276
0;0.377;0.513;-0.5585;0.2331
0;0.3727;0.4797;-0.8309;0.1602
0;0.362;0.3698;-0.8532;0.0105
2;0.3566;0.3486;-0.9389;-0.1536
0;0.3539;0.3688;-0.9342;-0.3041
0;0.3501;0.3118;-0.9981;-0.4518
0;0.3531;0.2599;-0.8654;-0.5385
0;0.3583;0.3053;-0.7395;-0.5564
0;0.3549;0.2699;-0.8101;-0.5938
0;0.3618;0.3441;-0.6288;-0.5586
