0;0.5075;0.5758;-0.086;0.3134
0;0.4983;0.5478;-0.3627;0.3081
0;0.4982;0.5374;-0.4217;0.3012
0;0.4984;0.5034;-0.4279;0.2964
0;0.5091;0.5971;-0.048;0.3998
0;0.5078;0.6505;-0.1637;0.4694
0;0.5189;0.7331;-0.1178;0.6422
0;0.5159;0.6652;-0.2294;0.7491
0;0.514;0.6912;-0.3164;0.8137
0;0.5112;0.6274;-0.4263;0.8314
0;0.5061;0.5808;-0.622;0.7845
0;0.5138;0.5691;-0.3244;0.8319
2;0.5108;0.6085;-0.4409;0.8325
0;0.5039;0.4872;-0.8489;0.7353
0;0.5074;0.4995;-0.6938;0.6811
0;0.5066;0.571;-0.7332;0.624
0;0.5008;0.5203;-0.9317;0.523
0;0.4969;0.4891;-0.9704;0.405
0;0.4921;0.3621;-0.9725;0.2668
0;0.4908;0.3624;-0.8303;0.1443
0;0.4959;0.2943;-0.6559;0.0897
0;0.4987;0.3458;-0.5622;0.0696
0;0.5011;0.3848;-0.4245;0.0733
0;0.4813;0.2953;-0.8884;-0.0931
0;0.4808;0.3155;-0.9004;-0.2269
0;0.4744;0.2064;-0.6308;-0.3846
0;0.4687;0.1984;-0.744;-0.553
0;0.4662;0.2119;-0.7952;-0.7013
2;0.4749;0.2694;-0.6188;-0.7368
0;0.4795;0.3179;-0.5249;-0.7176
0;0.4804;0.3535;-0.5064;-0.6872
0;0.4805;0.375;-0.505;-0.6553
0;0.483;0.4286;-0.3836;-0.6018
1;0.4761;0.3933;-0.4087;-0.6122
0;0.4794;0.3775;-0.3091;-0.5853
0;0.4833;0.3871;-0.2474;-0.5252
0;0.4777;0.3366;-0.4553;-0.5193
0;0.4869;0.5462;-0.1414;-0.4317
0;0.4916;0.5825;-0.0294;-0.3182
0;0.5006;0.694;-0.034;-0.1486
0;0.5118;0.7946;-0.0831;0.0813
0;0.5172;0.8356;-0.0556;0.3074
0;0.5221;0.827;-0.0201;0.524
0;0.5205;0.7961;-0.0509;0.6754
0;0.5198;0.7862;-0.0867;0.7821
0;0.526;0.8034;-0.0042;0.9097
0;0.519;0.7268;-0.1579;0.9416
0;0.5251;0.8123;-0.0375;1.0085
0;0.5287;0.8128;-0.0451;1.0809
0;0.5302;0.807;-0.0448;1.139
0;0.5306;0.8709;-0.1074;1.1763
0;0.5297;0.8406;-0.3013;1.186
0;0.5406;0.8548;-0.0469;1.2734
0;0.5372;0.7887;-0.2225;1.3002
0;0.5415;0.763;-0.0733;1.3438
0;0.5404;0.7221;-0.1189;1.3544
0;0.5464;0.728;-0.0255;1.3995
0;0.5471;0.7537;-0.1488;1.4256
0;0.5457;0.7437;-0.2041;1.4198
0;0.539;0.6214;-0.5116;1.3429
0;0.5505;0.7702;-0.0514;1.3658
0;0.5443;0.6639;-0.4087;1.3163
0;0.541;0.6063;-0.6873;1.2359
0;0.5496;0.6491;-0.2311;1.2322
0;0.5486;0.6371;-0.3289;1.2078
1;0.5479;0.6385;-0.3778;1.1699
2;0.5459;0.5464;-0.547;1.1103
0;0.5498;0.6095;-0.3077;1.0849
0;0.5518;0.5936;-0.1838;1.0707
0;0.5583;0.6481;-0.1017;1.1029
0;0.5565;0.5893;-0.3052;1.1011
0;0.5584;0.5988;-0.2238;1.1047
0;0.5617;0.6344;-0.0984;1.1238
0;0.5596;0.688;-0.1967;1.109
0;0.5487;0.4832;-0.7176;0.9927
0;0.5617;0.6425;-0.1058;1.0008
0;0.5675;0.7078;-0.0199;1.0459
0;0.5665;0.6508;-0.1945;1.062
0;0.5706;0.6858;-0.0599;1.0983
0;0.5758;0.7188;-0.1224;1.159
1;0.5856;0.778;-0.0131;1.2779
0;0.5855;0.7635;-0.1222;1.3568
0;0.5809;0.7066;-0.2311;1.3656
0;0.5753;0.6231;-0.3617;1.3112
0;0.5652;0.5565;-0.6383;1.1687
0;0.5734;0.5895;-0.5647;1.1136
2;0.5705;0.5523;-0.7215;1.0332
0;0.5814;0.6178;-0.3316;1.0512
0;0.576;0.6575;-0.5433;1.0087
0;0.5812;0.6238;-0.3491;1.0089
1;0.5876;0.6264;-0.1129;1.0524
0;0.5847;0.6122;-0.1486;1.0515
0;0.5781;0.5447;-0.4171;0.9832
0;0.5669;0.4505;-0.8714;0.8236
0;0.5703;0.4086;-0.6199;0.7185
0;0.5751;0.4411;-0.4576;0.6682
2;0.5694;0.4358;-0.6513;0.5736
0;0.5736;0.4899;-0.5085;0.5284
0;0.5819;0.5969;-0.2228;0.5579
1;0.5879;0.586;-0.096;0.6256
0;0.5894;0.6149;-0.125;0.6856
0;0.5887;0.5509;-0.1455;0.7195
0;0.5723;0.4779;-0.6209;0.5994
0;0.5856;0.524;-0.2357;0.6113
