0;0.2353;0.0;-0.3846;0.0
0;0.2415;1.0;-0.0259;0.0
0;0.2416;1.0;-0.0806;0.0
0;0.2429;1.0;-0.078;0.0
0;0.2416;0.8491;-0.1972;0.0
0;0.2433;0.874;-0.0493;0.0
0;0.2434;0.875;-0.1807;0.0
0;0.2454;0.894;-0.0422;0.0
0;0.2379;0.5649;-0.5723;0.0
0;0.2289;0.3913;-0.9571;0.0
0;0.2244;0.3392;-0.9338;0.0
0;0.2265;0.3783;-0.8419;-0.086
0;0.2251;0.3636;-0.8662;-0.1699
2;0.2209;0.3272;-0.9966;-0.2741
0;0.2282;0.4268;-0.7095;-0.2971
0;0.2225;0.3028;-0.9358;-0.367
0;0.2236;0.3172;-0.8162;-0.4129
0;0.2224;0.2907;-0.841;-0.4606
0;0.2227;0.3039;-0.7813;-0.4945
1;0.2259;0.323;-0.3813;-0.4877
0;0.2256;0.3202;-0.3252;-0.4826
0;0.2303;0.3555;-0.0282;-0.4258
0;0.2334;0.4531;-0.0838;-0.3426
0;0.2315;0.5311;-0.2475;-0.2946
0;0.2383;0.6608;-0.246;-0.1755
0;0.2388;0.6469;-0.2298;-0.0719
0;0.2351;0.6143;-0.4;-0.0289
0;0.2337;0.655;-0.4645;-0.0144
0;0.2306;0.5333;-0.5964;-0.0287
0;0.233;0.6566;-0.5582;-0.0195
0;0.2338;0.6539;-0.5733;-0.0048
2;0.2335;0.671;-0.7228;0.0039
0;0.2347;0.6794;-0.6467;0.0208
0;0.2323;0.599;-0.7989;0.0137
1;0.2325;0.6057;-0.709;0.0095
0;0.2334;0.5546;-0.5614;0.0139
0;0.2311;0.459;-0.7677;-0.0022
0;0.2181;0.329;-0.8945;-0.125
2;0.2201;0.2319;-0.8047;-0.2039
0;0.2193;0.2173;-0.7338;-0.2703
0;0.2147;0.211;-0.9215;-0.3594
0;0.216;0.25;-0.7987;-0.4143
0;0.2203;0.3581;-0.6042;-0.4171
0;0.2195;0.3066;-0.6354;-0.4214
0;0.2219;0.3357;-0.5382;-0.4001
0;0.2213;0.3333;-0.5625;-0.3841
