0;0.2172;0.5779;-0.0914;0.063
0;0.214;0.4872;-0.422;0.0667
0;0.2158;0.5998;-0.2454;0.0874
0;0.217;0.6412;-0.1227;0.1154
0;0.2201;0.6716;-0.0481;0.1696
0;0.2198;0.6937;-0.0769;0.21
0;0.2168;0.5941;-0.435;0.2107
0;0.2178;0.5897;-0.339;0.2209
0;0.2173;0.6013;-0.4072;0.2233
0;0.2173;0.6389;-0.4132;0.2237
2;0.2173;0.5714;-0.4072;0.2238
0;0.2165;0.6012;-0.491;0.2136
0;0.2151;0.5606;-0.7133;0.1878
0;0.2144;0.5111;-0.8571;0.1575
0;0.217;0.4957;-0.5214;0.1547
0;0.2204;0.661;-0.1;0.1794
0;0.2191;0.5836;-0.259;0.1859
0;0.2197;0.571;-0.1871;0.1938
0;0.2183;0.4467;-0.3597;0.1864
0;0.2185;0.4613;-0.3381;0.1801
0;0.2193;0.5846;-0.2302;0.1804
2;0.2191;0.5488;-0.2518;0.1773
0;0.219;0.5625;-0.2681;0.172
0;0.209;0.3253;-0.727;0.0808
0;0.2134;0.4297;-0.4642;0.0454
0;0.2117;0.4162;-0.5651;0.0024
0;0.2081;0.3879;-0.7774;-0.0614
0;0.2061;0.3728;-0.8973;-0.1281
0;0.2081;0.3592;-0.7774;-0.1622
0;0.2036;0.2435;-0.9746;-0.2262
0;0.2081;0.3481;-0.7206;-0.2354
0;0.208;0.336;-0.7302;-0.2416
0;0.2087;0.3632;-0.6436;-0.2377
0;0.2061;0.3354;-0.724;-0.2538
0;0.207;0.3354;-0.6201;-0.2566
1;0.2074;0.3449;-0.4933;-0.2522
0;0.2072;0.3439;-0.4194;-0.248
0;0.2097;0.5113;-0.0726;-0.2212
0;0.211;0.4559;-0.0143;-0.1866
0;0.215;0.5562;-0.0363;-0.1235
0;0.2169;0.6571;-0.0875;-0.0565
0;0.2175;0.7149;-0.1513;0.0023
0;0.2149;0.6258;-0.3173;0.0267
0;0.215;0.7544;-0.31;0.0466
0;0.2124;0.6039;-0.4924;0.0396
0;0.2144;0.6429;-0.3983;0.0501
0;0.2163;0.6618;-0.2891;0.0747
2;0.2158;0.7249;-0.3365;0.089
0;0.2175;0.7347;-0.2193;0.1134
0;0.2169;0.7107;-0.2865;0.1265
1;0.2191;0.7435;-0.0679;0.1544
0;0.2191;0.715;-0.0837;0.1747
0;0.218;0.6601;-0.2129;0.1791
0;0.2156;0.5144;-0.4423;0.16
0;0.2155;0.4633;-0.4477;0.1428
0;0.2156;0.448;-0.4368;0.1288
2;0.2184;0.5955;-0.1747;0.1398
0;0.216;0.5242;-0.6134;0.127
0;0.2158;0.5939;-0.6471;0.1135
0;0.2163;0.5591;-0.5714;0.1062
1;0.2186;0.5672;-0.3358;0.1188
0;0.2165;0.5192;-0.5985;0.1099
0;0.2168;0.4808;-0.562;0.1041
0;0.2171;0.506;-0.5255;0.1009
0;0.219;0.4947;-0.315;0.113
0;0.2185;0.4812;-0.4103;0.1174
0;0.2202;0.5629;-0.2403;0.1338
